Emirate Name En|Emirate Name Ar|Issuance Authority En|Issuance Authority Ar|Issuance Authority Branch En|Issuance Authority Branch Ar|BL #|BL CBLS #|BL Name Ar|BL Name En|BL Est Date|BL Exp Date|BL Status EN|BL Status AR|BL Legal Type En|BL Legal Type Ar|BL Type En|BL Type Ar|BL Full Address|License Latitude|License Longitude|License Branch Flag|Parent Licence - License Number|Parent License Issuance Authority En|Parent License Issuance Authority Ar|Relationship Type En|Relationship Type Ar|Owner Nationality En|Owner Nationality Ar|Owner Gender|Business Activity Code|Business Activity Desc En|Business Activity Desc Ar|license_pk
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-598940|CBLS-97382|Ltd LLC ﻲﻧﻮﻴﻣﺍ ﺔﻛﺮﺷ|Evans-Pearson LLC|05/07/2024|24/05/2025|Cancelled|ملغاة|LLC|ذ.م.م|Commercial|تجاري|83037 Randy Meadows Apt. 148 Smithport, WI 79176|24.4850°N|54.6950°E|N||||Owner|مالك|Indian|هندي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|8e795ce96e6e736fb621408ac58b3060
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-621429|CBLS-40254|LLC ﺓﺩﺎﺴﻟﺍ and ﺮﻜﺑ ﻦﺑ ﺚﻴﻟ ﻦﺑ ﺪﻌﺳ ﻮﻨﺑ ,ﻕﻮﺘﻌﻣ ﺔﻛﺮﺷ|Williams, Zhang and Lewis LLC|08/01/2024|24/12/2024|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|PSC 6852, Box 8306 APO AE 43594|24.2089°N|54.5951°E|Y||||Partner|شريك|Emirati|إماراتي|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|1b7f6259bed704ecbde383747149eede
Ajman|عجمان|Municipality|بلدية|Main|رئيسي|BL-812197|CBLS-52854|Management ﺮﻬﺷ ﻮﻨﺑ and ﻲﻟﻮﺟﺮﻘﻟﺍ ,ﻲﻠﺑ ﺔﻛﺮﺷ|Sanchez, Castillo and Garcia Management|09/03/2022|20/03/2023|Active|نشط|LLC|ذ.م.م|Professional|مهني|25144 Charles Drives Apt. 031 Tammyville, WV 59652|25.3803°N|55.4935°E|N||||Manager|مدير|Other|آخر|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|fce34a4985e9722b1501dc7a940bc83b
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-311740|CBLS-48477|LLC ﻥﺎﻤﺴﻟﺍ and ﻥﺎﻄﺤﻗ ,ﻒﻴﻄﻠﻟﺍ ﺪﺒﻋ ﺔﻛﺮﺷ|Martinez-Miranda LLC|12/04/2020|25/04/2021|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|1526 Amy Glen New Lindaland, CA 21772|25.1471°N|55.1047°E|N|||دائرة التنمية الاقتصادية|Owner|مالك|Emirati|إماراتي|Female|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|9681ddcae936dd451134990101ef8c36
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-551313|CBLS-25615|Consultancy ﻲﻧﻮﻣﺮﻋ and ﻲﻟﻮﺘﻤﻟﺍ ,ﻲﻨﺘﻣ ﺔﻛﺮﺷ|Peterson PLC Consultancy|18/05/2025|14/06/2026|Expired|منتهي الصلاحية|LLC|ذ.م.م|Professional|مهني|56618 Lewis Field Suite 913 Grantmouth, MS 42734|25.3450°N|55.5706°E|N||||Partner|شريك|Emirati|إماراتي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|33bc47d940c947ef871b64fac8e414d5
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-840356|CBLS-31514|PLC Services ﻲﻧﺎﻐﻓﺃ ﺔﻛﺮﺷ|Wood, Yoder and Johnson Services|08/01/2019|11/01/2020|Active|نشط|Civil Company|شركة مدنية|Professional|مهني|Unit 5560 Box 5712 DPO AE 78442|25.3431°N|55.4625°E|N||||Owner|مالك|Other|آخر|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|19d9e0d9fcad79c516ee8a7105d1232b
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-818666|CBLS-80699|Management ﻕﻮﺘﻌﻣ-ﺏﺎﻓﺮﻴﻣ ﺔﻛﺮﺷ|Hoffman, Wilson and Taylor Management|23/09/2022|17/09/2023|Active|نشط|LLC|ذ.م.م|Professional|مهني|534 Carter Walks North Sheilaberg, UT 34354|25.1409°N|55.2249°E|N||||Partner|شريك|Pakistani|باكستاني|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|955b4538d88e52452ee829427f779a77
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-746908|CBLS-98668|LLC ﻥﻼﻬﻛ-ﺓﺮﻴﺸﻌﻟﺍ ﺪﻌﺳ ﻦﺑ ﻢﻜﺤﻟﺍ ﺔﻛﺮﺷ|Kidd-Ramirez LLC|08/02/2019|05/01/2020|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|0045 Jennifer Ways Apt. 899 West Danielview, WI 44250|24.4299°N|54.4138°E|N||||Owner|مالك|Emirati|إماراتي|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|de0d799aa9703c5afd7788de34772907
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-712333|CBLS-13525|and Sons FZE ﻲﻧﺍﻮﻠﺤﻟﺍ ﺔﻛﺮﺷ|Beasley-White FZE|17/12/2015|01/01/2017|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|898 Escobar Shoals Craigfurt, WV 05840|25.1142°N|55.1713°E|Y||||Owner|مالك|Pakistani|باكستاني|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|287b41e70ea5bf746f4032880dfdb400
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-779564|CBLS-50907|Consultancy ﻡﻮﻘﺒﻟﺍ and ﺮﻤﺳﻷﺍ ﻮﻨﺑ ,ﺕﺎﻴﺑ ﻲﻨﺑ ﺔﻛﺮﺷ|Ellison-Fisher Consultancy|01/11/2016|25/12/2017|Expired|منتهي الصلاحية|LLC|ذ.م.م|Professional|مهني|70756 Joseph Ramp North Matthew, HI 85499|25.3085°N|55.5376°E|Y||||Partner|شريك|Indian|هندي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|d72a58f55a19ec596bb0384dce9f8b70
Ras Al Khaimah|رأس الخيمة|Municipality|بلدية|Main|رئيسي|BL-583298|CBLS-96214|Trading ﻲﻔﻴﺴﻟﺍ-ﺐﻴﻘﻨﻟﺍ ﺔﻛﺮﺷ|Haynes, Garcia and Burnett Trading|28/02/2017|31/01/2018|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|USNS Mayo FPO AE 89814|25.7136°N|56.0803°E|N|||بلدية|Owner|مالك|Emirati|إماراتي|Female|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|ff3ea38d04bdfc6d60f0309212288e13
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-698059|CBLS-61157|PLC Services ﺲﻨﻋ ﺔﻛﺮﺷ|Golden, Ray and Blair Services|05/11/2017|26/12/2018|Active|نشط|LLC|ذ.م.م|Professional|مهني|84526 Bartlett Heights Suite 391 Scottfort, AL 15523|25.1718°N|55.3233°E|N||||Manager|مدير|Emirati|إماراتي|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|3ce8453c00cf5c24af5560affb50339a
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-456032|CBLS-31840|Management ﻱﺮﻴﺜﻜﻟﺍ and ﺮﻜﺸﻳ ,ﻲﻣﺎﺸﻟﺍ ﺔﻛﺮﺷ|Garza-Francis Management|12/08/2023|14/09/2024|Active|نشط|LLC|ذ.م.م|Professional|مهني|03301 Anderson Forge Susanshire, AL 85940|25.0899°N|55.3878°E|N||Department of Economic Development||Manager|مدير|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|b3d453eb806f6737fdb438a1318b8912
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-324479|CBLS-47664|Inc FZE ﻮﻤﻴﻃﻻﺯ ﺔﻛﺮﺷ|Love Ltd FZE|18/11/2018|02/11/2019|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|155 Gray Path Scottborough, PR 83738|25.3048°N|55.5992°E|N||||Owner|مالك|Filipino|فلبيني|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|7f1b7a95551e4e7c07d96fedef39b913
Dubai|دبي|Dubai Silicon Oasis Authority|سلطة واحة دبي للسيليكون|Main|رئيسي|BL-199335|CBLS-87576|Group FZE ﺔﻳﺭﺪﺑ ﺔﻛﺮﺷ|Clark LLC FZE|10/05/2020|27/04/2021|Active|نشط|Civil Company|شركة مدنية|Commercial|تجاري|0672 Kimberly Village Lake Stephenport, IL 54686|25.0820°N|55.2266°E|N||||Partner|شريك|Emirati|إماراتي|Female|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|42b8e465b423c96d2772d83665884b00
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-629152|CBLS-49309|LLC ﻲﻧﻮﻤﻠﻘﻟﺍ-ﺪﻟﺎﺧ ﻮﻨﺑ ﺔﻛﺮﺷ|Keith and Sons LLC|24/09/2019|08/07/2020|Active|نشط|Sole Establishment|مؤسسة فردية|Commercial|تجاري|754 Shannon Spurs Maryfurt, KY 21532|25.1990°N|55.1253°E|N||||Owner|مالك|Pakistani|باكستاني|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|c57aa2695fa3180551734cc5b2e4ec42
Ajman|عجمان|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-289373|CBLS-12438|Ltd FZE ﺔﻠﻫﺎﺑ ﺔﻛﺮﺷ|Walker-Conway FZE|29/04/2020|15/06/2021|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|45841 Atkins Path Julietown, CA 74839|25.4363°N|55.4865°E|N|BL-878261|Municipality||Owner|مالك|Other|آخر|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|fdc5af501cc4dbe9a1add8915ce3f8e2
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-658596|CBLS-90533|Management ﻢﺠﻧ-ﺔﻳﺮﻳﺪﺑ ﺔﻛﺮﺷ|Allen LLC Management|10/01/2024|30/12/2024|Active|نشط|Civil Company|شركة مدنية|Professional|مهني|780 Susan Islands Bradleytown, NJ 25852|25.3935°N|55.5453°E|N||||Owner|مالك|Indian|هندي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|cfd80c8f853dab4740581fed0b6d6afa
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-818596|CBLS-49357|FZE ﻞﺋﺪﻟﺍ ﻮﻨﺑ and ﻞﺋﺍﻭ ﻦﺑ ﺮﻜﺑ ,ﺓﺮﻴﻣﻮﺳ ﺔﻛﺮﺷ|Rodriguez LLC FZE|30/04/2021|17/04/2022|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|67933 Williams Junction Suite 738 Trevorchester, OH 02654|25.1231°N|55.3441°E|Y||||Partner|شريك|Indian|هندي|Female|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|72a08e92485aa93efe4720a71c678fe0
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-777424|CBLS-31048|Services ﻙﻮﻠﻤﻤﻟﺍ-ﻱﺭﺎﺨﺒﻟﺍ ﺔﻛﺮﺷ|Jones, Cunningham and Taylor Services|20/02/2020|27/01/2021|Active|نشط|LLC|ذ.م.م|Professional|مهني|87233 Nathan Camp Alexandershire, MT 16266|24.4061°N|54.3945°E|N||||Owner|مالك|Indian|هندي|Female|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|aa49ae605a5f15a4f1afb6febd7fe4e9
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-586706|CBLS-73620|LLC Services ﻱﺩﻭﺍﺪﻟﺍ ﺔﻛﺮﺷ|Day-Wu Services|14/09/2024|04/08/2025|Active|نشط|LLC|ذ.م.م|Professional|مهني|9830 Barker Plains Lake Katherine, VA 01334|25.2974°N|55.1688°E|Y||||Partner|شريك|British|بريطاني|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|30642d48efdcd9fda889bb0d553a081f
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-790666|CBLS-82182|LLC ﻢﻴﻟﺪﻟﺍ-ﻰﻠﻌﻳ ﻮﻨﺑ ﺔﻛﺮﺷ|Montoya-Robinson LLC|09/05/2016|30/05/2017|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|65578 Anthony Court Apt. 432 East Joan, VA 24014|25.1933°N|55.0169°E|N||||Partner|شريك|Pakistani|باكستاني|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|bbfcabddf0c3aeb1c678ca8ccfb29ba0
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-730823|CBLS-49056|Group Services ﺔﺒﻴﺷ ﻮﻨﺑ ﺔﻛﺮﺷ|Wilcox and Sons Services|30/01/2016|18/03/2017|Active|نشط|LLC|ذ.م.م|Professional|مهني|13546 Hailey Village South Nicholas, GA 49592|25.2702°N|55.1628°E|N|||دائرة التنمية الاقتصادية|Owner|مالك|Other|آخر|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|455a76409c66fff17d4bfabd4c024c64
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-983687|CBLS-28423|FZE ﻱﺪﻟﺎﺨﻟﺍ-ﺏﺎﻃﺎﺑﺮﻟﺍ ﺔﻛﺮﺷ|Patel Ltd FZE|10/02/2023|22/02/2024|Active|نشط|Civil Company|شركة مدنية|Commercial|تجاري|1632 Reeves Station Oliviaburgh, MP 78393|24.2336°N|54.5938°E|Y|||دائرة التنمية الاقتصادية في أبوظبي|Partner|شريك|Other|آخر|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|28d409a672d8f661e7570fd5c6cb6c16
Ajman|عجمان|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-364039|CBLS-75070|LLC FZE ﺔﻌﻴﺒﺿ ﺔﻛﺮﺷ|Guerrero, Lewis and Cole FZE|16/08/2018|10/09/2019|Expired|منتهي الصلاحية|LLC|ذ.م.م|Commercial|تجاري|64687 Nancy Crescent North Jerry, UT 70433|25.3738°N|55.4183°E|Y||||Owner|مالك|Emirati|إماراتي|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|80a50e6ac7ce7734f22d3222a8603508
Dubai|دبي|Dubai Silicon Oasis Authority|سلطة واحة دبي للسيليكون|Main|رئيسي|BL-880097|CBLS-40924|FZE ﺔﻨﻴﻄﻗ and ﺭﻮﻘﻌﻘﻟﺍ ﺭﺎﺴﻴﺒﻟﺍ ,ﺀﺎﻓﺮﺸﻟﺍ ﺔﻛﺮﺷ|Castro Group FZE|07/04/2017|23/04/2018|Expired|منتهي الصلاحية|LLC|ذ.م.م|Commercial|تجاري|08981 Amber Corner Alicialand, KS 34729|25.0654°N|55.0427°E|N||||Owner|مالك|Pakistani|باكستاني|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|d9ce45ecca39bc4ea90381b905b02802
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-614178|CBLS-79922|Group Consultancy ﺔﻴﺘﺷ ﺔﻛﺮﺷ|Dunn-Clayton Consultancy|21/12/2023|04/11/2024|Expired|منتهي الصلاحية|LLC|ذ.م.م|Professional|مهني|182 Jones Stravenue Lake Kathleenmouth, GA 89805|25.2099°N|55.0452°E|N||||Manager|مدير|Emirati|إماراتي|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|d75f1e6ede511860bce29664db18d3eb
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-480631|CBLS-72288|Inc Industries ﺰﻳﺰﻋﻮﺑ ﺩﻻﻭﺃ ﺔﻛﺮﺷ|Haney-Morgan Industries|22/03/2023|14/03/2024|Active|نشط|LLC|ذ.م.م|Industrial|صناعي|52911 Timothy Valley South Kristenside, SD 49199|25.2464°N|55.0084°E|Y||||Owner|مالك|Pakistani|باكستاني|Female|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|dbfaa6de311ceab978e0d37559f7c47e
Umm Al Quwain|أم القيوين|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-824233|CBLS-98027|Trading ﺥﻮﻨﺗ and ﻲﻠﺴﻌﻟﺍ ,ﻲﻟﻮﺒﻤﻄﺳﺍ ﺔﻛﺮﺷ|Cobb Ltd Trading|06/08/2018|20/08/2019|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|4218 Caroline Ports Suite 478 East Gregoryport, NY 81982|25.5253°N|55.5769°E|N||Department of Economic Development||Partner|شريك|Emirati|إماراتي|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|2ce1931837a0d5dd5017a2daee46f20e
Umm Al Quwain|أم القيوين|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-347864|CBLS-67986|Group FZE ﻢﻬﻓ ﺔﻛﺮﺷ|Edwards Group FZE|21/02/2020|29/12/2020|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|43655 Michael Path Alyssafurt, MS 74294|25.5008°N|55.6921°E|Y|BL-415504|||Manager|مدير|Emirati|إماراتي|Female|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|9536bb13d77c854541f58465a4bcacbf
Fujairah|الفجيرة|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-411870|CBLS-37575|Consultancy ﻲﺷﺎﺑﺯﻮﻴﻟﺍ-ﻥﺎﻄﺤﻗ ﺔﻛﺮﺷ|Young and Sons Consultancy|17/05/2025|24/04/2026|Expired|منتهي الصلاحية|Sole Establishment|مؤسسة فردية|Professional|مهني|4296 Angela Canyon Brownborough, IA 54264|25.1916°N|56.3631°E|Y||||Owner|مالك|Emirati|إماراتي|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|0f47dcf4729418e09616719e77bac710
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-963185|CBLS-74447|and Sons Industries ﺔﻧﺎﻨﻛ ﺔﻛﺮﺷ|Chase, Grant and Montgomery Industries|22/09/2016|12/09/2017|Active|نشط|LLC|ذ.م.م|Industrial|صناعي|64818 Jose Street Suzanneburgh, OH 62582|24.4211°N|54.6706°E|N||Abu Dhabi Department of Economic Development||Owner|مالك|Indian|هندي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|100631df991a619343cef5b246250dbb
Sharjah|الشارقة|Sharjah Publishing City|مدينة الشارقة للنشر|Main|رئيسي|BL-832411|CBLS-44205|Ltd Consultancy ﻥﺎﻣﺭ ﺐﺣ ﺔﻛﺮﺷ|Gilmore-Wright Consultancy|08/02/2023|13/02/2024|Expired|منتهي الصلاحية|LLC|ذ.م.م|Professional|مهني|4321 Heather River Jessicahaven, OK 85066|25.3066°N|55.4842°E|N||||Owner|مالك|Indian|هندي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|55745f8e25b366f89c2a20286e27cd5e
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-772528|CBLS-94094|Group Trading ﺔﻳﺭﺪﺑ ﺔﻛﺮﺷ|Estrada, Parker and Evans Trading|12/01/2023|15/02/2024|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|14417 Lynn Highway Suite 255 Michelleton, HI 53359|25.1890°N|55.3164°E|N||||Owner|مالك|Emirati|إماراتي|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|df1fec671cc49de07b7355da9f0a95a2
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-216211|CBLS-30686|Consultancy ﻲﺻﺎﻐﻠﻜﻟﺍ-ﺔﻨﻳﺰﻣ ﺔﻛﺮﺷ|Griffith LLC Consultancy|28/05/2018|13/05/2019|Active|نشط|LLC|ذ.م.م|Professional|مهني|USS Barnett FPO AA 49950|25.1549°N|55.3879°E|Y||||Owner|مالك|Other|آخر|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|2e8aa3d77154249f70a118a28ad73e23
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-573421|CBLS-72700|LLC ﻊﻓﺎﻳ-ﺵﺮﻗ ﺔﻛﺮﺷ|Jenkins-Ramirez LLC|24/01/2025|12/03/2026|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|15388 Maria Harbor Jessicaberg, NH 80467|24.2782°N|54.5750°E|Y||||Owner|مالك|Other|آخر|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|d7133c3f5c4c5bfacbebbb923017b08c
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-512608|CBLS-59456|Industries ﺔﻠﻴﺠﺑ and ﺮﻬﺷ ﻮﻨﺑ ,ﺢﻟﺎﺼﻟﺍ ﻥﺎﻤﺟﺮﺘﻟﺍ ﺔﻛﺮﺷ|Brown, Watts and Johnson Industries|07/07/2017|25/07/2018|Active|نشط|LLC|ذ.م.م|Industrial|صناعي|84951 Chandler Valley Apt. 111 Foxville, ND 06835|25.0673°N|55.3792°E|Y|||دبي الجنوب|Manager|مدير|British|بريطاني|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|5f43444c02a1de4f3d7cbb2c0a387bb3
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-307897|CBLS-44312|Manufacturing ﻲﺒﻴﺷﺎﺸﻨﻟﺍ and ﺲﻨﻋ ,ﺮﻔﻈﻤﻟﺍ ﺔﻛﺮﺷ|Cantrell, Allen and Davis Manufacturing|24/10/2016|07/10/2017|Expired|منتهي الصلاحية|LLC|ذ.م.م|Industrial|صناعي|60119 Chang Islands Davishaven, PR 53873|25.0149°N|55.2472°E|N||Dubai South||Owner|مالك|Indian|هندي|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|5836d3bef9867a3ba4af0c62a2c981c0
Ajman|عجمان|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-223050|CBLS-11850|Inc FZE ﺓﺮﻬﻤﻟﺍ ﺔﻛﺮﺷ|Cortez, Warren and Smith FZE|10/06/2025|30/05/2026|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|6182 John Lane Thomasfort, KS 96086|25.3935°N|55.5380°E|N||||Manager|مدير|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|1bb2413e89e8ba93f3ca6334a9d72fc5
Ajman|عجمان|Municipality|بلدية|Main|رئيسي|BL-952924|CBLS-44891|Trading ﺭﺎﺠﻨﻟﺍ and ﻲﻧﺎﻐﻓﺃ ,ﻥﺍﺮﻫﺯ ﺔﻛﺮﺷ|Morrow-Carlson Trading|21/05/2019|11/04/2020|Active|نشط|Sole Establishment|مؤسسة فردية|Commercial|تجاري|01491 Monica Route Suite 184 East Randy, NJ 45452|25.4246°N|55.4573°E|N||||Partner|شريك|Emirati|إماراتي|Female|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|11c91358467d57b1e48d409870503f51
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-538651|CBLS-33641|Ltd Industries ﺯﺍﺰﻘﻟﺍ ﺔﻛﺮﺷ|Willis Group Industries|16/01/2017|17/01/2018|Active|نشط|LLC|ذ.م.م|Industrial|صناعي|37455 Jones Glens Lake Julieport, DC 68616|25.2377°N|55.0115°E|Y||||Manager|مدير|Emirati|إماراتي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|1e231f1dad34a13acacbada14a8a05e9
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-817506|CBLS-94834|Management ﻲﻧﻭﺮﺘﺑ and ﺔﻴﻄﻋ ﻲﻨﺑ ,ﺪﻴﻋ ﻮﺑﺍ ﺔﻛﺮﺷ|Russell, Burgess and Gallegos Management|23/05/2020|28/04/2021|Active|نشط|Civil Company|شركة مدنية|Professional|مهني|081 Julie Meadow Apt. 030 West Peter, FM 80117|25.0257°N|55.1876°E|Y|BL-516866|||Owner|مالك|Indian|هندي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|dd4ae15dc46c2583f502f7b5d3e1681d
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-543852|CBLS-88275|Management ﺢﻃﻮﻃ-ﺕﺍﺪﻴﻘﻌﻟﺍ ﺔﻛﺮﺷ|Meyers Inc Management|12/03/2016|20/02/2017|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Professional|مهني|USNS Garcia FPO AE 29153|24.2219°N|54.5228°E|N|BL-593808|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Owner|مالك|Other|آخر|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|e325278f0ba6bdddc408431181019708
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-105621|CBLS-43247|Industries ﺮﻴﻄﻣ-ﻡﻮﻘﺒﻟﺍ ﻞﻳﺬﻫ ﺔﻠﻴﺒﻗ ﺔﻛﺮﺷ|Merritt-Kelly Industries|20/04/2017|19/03/2018|Expired|منتهي الصلاحية|LLC|ذ.م.م|Industrial|صناعي|768 Christine Pine Suite 401 West Peggy, AL 69682|25.1859°N|55.1210°E|N||Department of Economic Development||Partner|شريك|Indian|هندي|Female|702000|Management consultancy activities|أنشطة استشارات الإدارة|371139c5bb679cf13a182703df42e12d
